#Board of Governors of the Federal Reserve System (US),
# Federal Funds Effective Rate [FEDFUNDS], retrieved from FRED,
# Federal Reserve Bank of St. Louis; https://fred.stlouisfed.org/series/FEDFUNDS, August 22, 2023. 
#DATE,MORTGAGE15US
01-09-2022,4.98
08-09-2022,5.16
15-09-2022,5.21
22-09-2022,5.44
29-09-2022,5.96
06-10-2022,5.9
13-10-2022,6.09
20-10-2022,6.23
27-10-2022,6.36
03-11-2022,6.29
10-11-2022,6.38
17-11-2022,5.98
23-11-2022,5.9
01-12-2022,5.76
08-12-2022,5.67
15-12-2022,5.54
22-12-2022,5.69
29-12-2022,5.68
05-01-2023,5.73
12-01-2023,5.52
19-01-2023,5.28
26-01-2023,5.17
02-02-2023,5.14
09-02-2023,5.25
16-02-2023,5.51
23-02-2023,5.76
02-03-2023,5.89
09-03-2023,5.95
16-03-2023,5.9
23-03-2023,5.68
30-03-2023,5.56
06-04-2023,5.64
13-04-2023,5.54
20-04-2023,5.76
27-04-2023,5.71
04-05-2023,5.76
11-05-2023,5.75
18-05-2023,5.75
25-05-2023,5.97
01-06-2023,6.18
08-06-2023,6.07
15-06-2023,6.1
22-06-2023,6.03
29-06-2023,6.06
06-07-2023,6.24
13-07-2023,6.3
20-07-2023,6.06
27-07-2023,6.11
03-08-2023,6.25
10-08-2023,6.34
17-08-2023,6.46
